"","date","time","people","status","title","content"
"11","<U+00A0>105/08/18","<U+00A0>17:59:23","<U+00A0>邢治平","<U+00A0>發言人","<U+00A0>
代子公司富泰華精密電子(成都)有限公司公告處分理財產品","1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
中國農業銀行“安心得利”定向人民幣理財產品
2.事實發生日:105/8/18~105/8/18
3.交易數量、每單位價格及交易總金額:
人民幣100,000,000元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
中國農業銀行成都西區支行；無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明
認列情形）:
處分利益:人民幣298,082.19元
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
一次性付清
10.本次交易之決定方式、價格決定之參考依據及決策單位:
依公司核定權限辦理
11.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
累積持有金額:0元
12.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）:
占總資產比例：0.0000%
占業主權益比例：0.0000%
營運資金數額：新台幣131,768,410仟元
13.經紀人及經紀費用:
無
14.取得或處分之具體目的或用途:
投資理財
15.本次交易表示異議董事之意見:
無
16.本次交易為關係人交易:否
17.董事會通過日期:
不適用
18.監察人承認日期:
不適用
19.本次交易會計師出具非合理性意見:否
20.其他敘明事項:
無"
"12","<U+00A0>105/08/18","<U+00A0>17:59:37","<U+00A0>邢治平","<U+00A0>發言人","<U+00A0>
代子公司鴻富錦精密電子(鄭州)有限公司公告處分理財產品","1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
蘊通財富日增利57天理財產品
2.事實發生日:105/8/18~105/8/18
3.交易數量、每單位價格及交易總金額:
人民幣600,000,000元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
交通銀行河南分行；無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明
認列情形）:
處分利益:人民幣3,167,013.70元
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
一次性付清
10.本次交易之決定方式、價格決定之參考依據及決策單位:
依公司核定權限辦理
11.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
累積持有金額:0元
12.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）:
占總資產比例：1.1889%
占業主權益比例：3.1600%
營運資金數額：新台幣131,768,410仟元
13.經紀人及經紀費用:
無
14.取得或處分之具體目的或用途:
投資理財
15.本次交易表示異議董事之意見:
無
16.本次交易為關係人交易:否
17.董事會通過日期:
不適用
18.監察人承認日期:
不適用
19.本次交易會計師出具非合理性意見:否
20.其他敘明事項:
無"
"13","<U+00A0>105/08/18","<U+00A0>18:02:54","<U+00A0>劉正光","<U+00A0>經理","<U+00A0>
代子公司富准精密電子(鶴壁)有限公司公告取得理財產品","1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
惠至28天理財產品
2.事實發生日:105/5/16~105/8/18
3.交易數量、每單位價格及交易總金額:
人民幣80,000,000元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
上海浦東發展銀行鄭州分行;無
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明
認列情形）:
不適用
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
一次性付清
10.本次交易之決定方式、價格決定之參考依據及決策單位:
依公司核定權限辦理
11.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
人民幣80,000,000元
12.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）:
占總資產比例：0.3735%
占業主權益比例：0.4295%
營運資金數額：新台幣-2,522,672仟元
13.經紀人及經紀費用:
不適用
14.取得或處分之具體目的或用途:
理財產品/保本固定收益型理財產品
15.本次交易表示異議董事之意見:
無
16.本次交易為關係人交易:否
17.董事會通過日期:
不適用
18.監察人承認日期:
不適用
19.本次交易會計師出具非合理性意見:否
20.其他敘明事項:
無"
"14","<U+00A0>105/08/18","<U+00A0>18:03:34","<U+00A0>林冠宇","<U+00A0>副總經理","<U+00A0>
公告本公司辦理現金減資完成實收資本額變更登記","1.主管機關核准減資日期:105/07/29
2.辦理資本變更登記完成日期:105/08/18
3.對財務報告之影響（含實收資本額與流通在外股數之差異與對每股淨值之影響）:
        實收資本額(元)   流通在外股數(股)   每股淨值(元)
減資前  1,079,594,070    104,459,407(註1)     11.69(註3)
減資後    971,634,670     94,013,467(註2)     11.87(註3)
註1:扣除庫藏股3,500,000股。
註2:扣除庫藏股3,150,000股。
註3:每股淨值係以105年第2季經會計師核閱之財務報表為設算依據。
4.預計換股作業計畫:
一、為辦理本公司105年減資換發股票，依本公司章程及「臺灣證券交易所股份有限
    公司上市公司換發股票作業程序」之規定，訂定本作業計劃。
二、本次應換發之股票，包括歷年發行之全部上市股票，計普通股107,959,407股
    (含庫藏股3,500,000股），每股面額為新台幣10元，共計新台幣1,079,594,070元。
三、本次現金減資新台幣107,959,400元整，共銷除股份10,795,940股
    (含庫藏股350,000股)，減資比率為10%，用以提昇股東權益報酬率；依公司法第　
    168條之規定，減少資本應依股東所持股份比例減少之。
四、本次減資後換發股數計97,163,467股(含庫藏股3,150,000股），每股面額為新台
    幣10元，減資後換發金額計新台幣971,634,670元。
五、本次減資銷除股份換發新股票(全部採無實體發行)，換發比率為90%，依「減資
    換發股票基準日」股東名簿記載各股東持有股份分別計算，每仟股換發900股(即
    每仟股減少100股)；屆時減資後未滿壹股之畸零股，股東可自行在減資換發股票
    停止過戶日起五日內向本公司股務代理機構辦理拼湊成整股登記，拼湊後仍不足
    壹股之畸零股，及減資後不滿壹股之畸零股，授權本公司董事長洽特定人以面額
    承購該股份。
六、減資換發股票時程：
    (一)舊股票最後交易日：105年9月22日。
    (二)舊股票停止買賣期間：105年9月23日至105年10月6日。
    (三)舊股票最後過戶日：105年9月26日。
    (四)舊股票停止過戶期間：105年9月27日至105年10月6日。
    (五)減資換發股票基準日：105年10月1日，並自105年10月7日開始全面換發新
        股票（無實體發行）。
    (六)新股票上市暨舊股票終止上市買賣日：105年10月7日，自新股票上市買賣之
        日起，原上市買賣之舊股票不得作買賣交割之標的。
    (七)現金減資退還股款發放日：105年10月7日。
七、換發之程序及手續：
    (一)由於本公司普通股一律採無實體發行有價證券，即屆時將不再發行現券，故
        請尚未在證券商營業處所開設集保帳戶之股東，盡速至往來證券商開立集保
        帳戶，以利辦理換發作業。
    (二)已過戶舊股票換發：請股東持舊股票、原留印鑑章及集保存摺影本連同本公
        司股務代理機構寄發之換發股票申請書及無實體登錄轉帳申請書至本公司股
        務代 理機構中國信託商業銀行代理部辦理換發及劃撥作業。
    (三)未過戶舊股票換發：請股東持舊股票、轉讓過戶申請書、買進報告書或證券
        交易稅單、股票領回號碼清單、集保存摺影本、身分證正反面影本、印鑑至
        本公司股務代理機構中國信託商業銀行代理部補辦過戶後再依前款辦理換發
        及劃撥手續。
    (四)已送存證券集保帳戶之股票，由台灣集中保管結算所股份有限公司於新股上
        市買賣日統一換發為無實體之新股上市，股東不需辦理任何手續。
    (五)換發地點：台北市重慶南路一段八十三號五樓，本公司股務代理中國信託商
        業銀行代理部辦理，電話：(02)6636-5566。(郵寄申請辦理者，請依前述方
        式檢附相關文件並請以掛號方式郵寄，以免遺失)。
5.預計減資新股上市後之上市普通股股數:97,163,467股
6.預計減資新股上市後之上市普通股股數占已發行普通股比率
 （減資後上市普通股股數/減資後已發行普通股股數）:100%
7.前二項預計減資後上巿普通股股數未達6000萬股且未達25%者，請說明股權流通性偏低
  之因應措施:不適用
8.其他應敘明事項:
(一)本公司減資資本變更登記業經經濟部105年8月18日經授商字第10501199160號函
    核准在案。
(二)上述換股作業計畫尚未經主管機關核備，若核備後內容有所變動，本公司將另行　
    公告變更之。"
"15","<U+00A0>105/08/18","<U+00A0>18:09:37","<U+00A0>徐予霖","<U+00A0>副總經理","<U+00A0>
係因本公司有價證券於集中交易市場達公佈注意交易資訊標準
,故公佈相關財務,業務等重大訊息,以利投資人區別瞭解","1.事實發生日:105/08/18
2.發生緣由:依據臺灣證券交易所股份有限公司通知辦理
3.財務業務資訊:
期間        (  月  )             (   季   )          (最近四季累計)
======== ================== ===================== ====================
         最近一月  與去年   最近一季    與去年
科目    105年7月  同期增減 104年第2季  同期增減   104第3季至105第2季
           IFRS     (%)       IFRS       (%)            IFRS
          自結數             查核數                    查核數
========  ======== ======== =========== ========= ====================
營業收入   86.46     -7.01     459.11      0.67          905.98
(百萬)
稅前純益    3.24    -85.27      58.53     79.54          113.06
(百萬)
稅後純益    2.69    -85.26      49.7     108.74           98.58
(百萬)
每股盈餘    0.05    -86.49       0.99    106.25            1.96
(元)
4.有無「臺灣證券交易所股份有限公司對有價證券上市公司重大訊息之查證暨公開處理
  程序」第4條所列重大訊息之情事（如「有」，請說明）:無
5.有無「臺灣證券交易所股份有限公司對有價證券上市公司重大訊息之查證暨公開處理
  程序」第11條所列重大訊息說明記者會之情事:無
6.其他應敘明事項:
本公司營運一切正常，公司於集中市場股票價格變動係由市場自由交易機制
所決定，與公司並無關聯。"
"16","<U+00A0>105/08/18","<U+00A0>18:13:16","<U+00A0>許婉美","<U+00A0>總經理","<U+00A0>
富邦金控代富邦投信公告董事會(代行股東會職權)通過解除
董事競業禁止之限制","1.股東會決議日:105/08/18
2.許可從事競業行為之董事姓名及職稱:林弘立/董事
3.許可從事競業行為之項目:與本公司營業範圍相同或類似之公司營業行為
4.許可從事競業行為之期間:任職本公司董事職務期間
5.決議情形（請依公司法第209條說明表決結果）:
除應迴避之董事外，經主席徵詢其餘具表決權之出席董事意見，無異議照案通過。
6.所許可之競業行為如屬大陸地區事業之營業者，董事姓名及職稱
（非屬大陸地區事業之營業者，以下請輸〝不適用〞）:不適用
7.所擔任該大陸地區事業之公司名稱及職務:不適用
8.所擔任該大陸地區事業地址:不適用
9.所擔任該大陸地區事業營業項目:不適用
10.對本公司財務業務之影響程度:無
11.董事如有對該大陸地區事業從事投資者，其投資金額及持股比例:不適用
12.其他應敘明事項:無"
"17","<U+00A0>105/08/18","<U+00A0>18:14:07","<U+00A0>許婉美","<U+00A0>總經理","<U+00A0>
富邦金控代子公司富邦人壽公告取得AlpInvest Secondaries 
Fund (Offshore Feeder) VI, L.P.私募基金","1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，
如股息率等）:
AlpInvest Secondaries Fund (Offshore Feeder) VI, L.P. 私募基金
2.事實發生日:105/08/18
3.交易數量、每單位價格及交易總金額:
無交易數量，無單位價格，認購總金額為3,000萬美元
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司
之關係人者，得免揭露其姓名）:
AlpInvest Partners B.V.， 無
5.交易相對人為實質關係人者，並應公告選定關係人為交易對象之原
因及前次移轉之所有人（含與公司及相對人間相互之關係）、移轉價
格及取得日期:
不適用
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告
關係人之取得及處分日期、價格及交易當時與公司之關係:
不適用
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分
債權如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人
之債權帳面金額:
不適用
8.處分利益（或損失）（取得有價證券者不適用）（遞延者應列表
說明認列情形）:
不適用
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要
約定事項:
交付或付款條件：依據私募基金合約約定
契約限制條款及其他重要約定事項：依據私募基金合約約定
10.本次交易之決定方式、價格決定之參考依據及決策單位:
本次交易之決定方式、價格決定之參考依據：參與私募基金投資
決策單位：依本公司核決權限
11.取得或處分有價證券標的公司每股淨值:不適用
12.有價證券標的公司私募參考價格與每股交易金額差距達20%以上:不適用
13.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、
持股比例及權利受限情形（如質押情形）:
金控：無；人壽：無交易數量，3,000萬美元，預計約1.2%，無
14.迄目前為止，私募有價證券投資（含本次交易）占公司最近期財
務報表中總資產及歸屬於母公司業主之權益之比例暨最近期財務報表中營運資金數額:
佔金控：28.33%，34.16%，不適用
15.經理人及經紀費用:
不適用
16.取得或處分之具體目的或用途:
依保險法之規定，為壽險資金之運用
17.本次交易表示異議董事之意見:
不適用
18.本次交易為關係人交易:
否
19.董事會通過日期:
不適用
20.監察人或審計委員會同意日期:
不適用
21.本次交易會計師出具非合理性意見:否或不適用
22.其他敘明事項:
無"
"18","<U+00A0>105/08/18","<U+00A0>18:16:50","<U+00A0>何益盛","<U+00A0>總經理","<U+00A0>
公告本公司收到台灣高雄地方法院檢察署檢察官扣押
(沒收)物品處分命令","1.事實發生日:105/08/18
2.公司名稱:興勤電子工業股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:不適用
6.報導內容:不適用
7.發生緣由:(1)本公司接獲台灣高雄地方法院檢察署檢察官
扣押(沒收)物品處分命令，應於近期至檢察署領取台灣高雄地方法院101年起訴書
所認定本公司損害賠償金額114,266,549元。
8.因應措施:無
9.其他應敘明事項:無"
"19","<U+00A0>105/08/18","<U+00A0>18:22:14","<U+00A0>何麗梅","<U+00A0>資深副總經理暨財務長","<U+00A0>
本公司代子公司 TSMC Global Ltd. 公告處分GS之
貨幣市場共同基金","1.標的物之名稱及性質（屬特別股者，並應標明特別股約定發行條件，如股息率等）:
GS之貨幣市場共同基金。
2.事實發生日:105/8/18~105/8/18
3.交易數量、每單位價格及交易總金額:
10.1佰萬單位; 每單位US$1.00;總計:US$10.1佰萬元。
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之
關係人者，得免揭露其姓名）:
Goldman Sachs Asset Management Global Services Ltd； 與公司關係：無。
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移
轉之所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次
移轉日期及移轉金額:
不適用。
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係人之取
得及處分日期、價格及交易當時與公司之關係:
不適用。
7.本次係處分債權之相關事項（含處分之債權附隨擔保品種類、處分債權
如有屬對關係人債權者尚需公告關係人名稱及本次處分該關係人之債權
帳面金額:
不適用。
8.處分利益（或損失）（取得有價證券者不適用）（原遞延者應列表說明
認列情形）:
無。
9.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
一次付清/現金交割; 無。
10.本次交易之決定方式、價格決定之參考依據及決策單位:
依基金淨值交易；財務處。
11.迄目前為止，累積持有本交易證券（含本次交易）之數量、金額、持股
比例及權利受限情形（如質押情形）:
81.0佰萬單位; US$81.0佰萬元;持股比例:0.30%;受限情形:無。
12.迄目前為止，依「公開發行公司取得或處分資產處理準則」第三條所列
之有價證券投資（含本次交易）占公司最近期財務報表中總資產及歸屬
於母公司業主之權益之比例暨最近期財務報表中營運資金數額（註二）:
3.92%;5.24%; NT$232,614佰萬元。
13.經紀人及經紀費用:
不適用。
14.取得或處分之具體目的或用途:
短期資金投資。
15.本次交易表示異議董事之意見:
不適用。
16.本次交易為關係人交易:否
17.董事會通過日期:
不適用。
18.監察人承認日期:
不適用。
19.本次交易會計師出具非合理性意見:否
20.其他敘明事項:
無。"
"20","<U+00A0>105/08/18","<U+00A0>18:29:50","<U+00A0>馮于珍","<U+00A0>會計部協理","<U+00A0>
代子公司勤德股份有限公司公告新竹縣湖口鄉之不動產處分
後續事宜","1.事實發生日:105/08/18
2.公司名稱:勤德股份有限公司
3.與公司關係(請輸入本公司或子公司):子公司
4.相互持股比例: 本公司持股100%之子公司
5.發生緣由:勤德股份有限公司於104年6月15日就座落新竹縣湖口鄉之不動產出售予非關
係人（以下簡稱：買受人），買賣雙方均委託安新建築經理股份有限公司辦理買賣價金
履約保證。經於105年6月30日完成土地分割及移轉登記予買受人。惟迄今尚有餘額約新
臺幣1億5千餘萬元，安新建築經理股份有限公司尚未轉交予勤德股份有限公司。經勤德
股份有限公司催討後，安新建築經理股份有限公司來函主張其業已依「房地點交證明暨
買賣價金履約保證結案單」履行完畢，拒絕履行買賣價金履約保證責任。
6.因應措施:勤德股份有限公司已委請律師進行後續追討事宜，並追究相關人員之民刑事
責任。
7.其他應敘明事項:無"
"21","<U+00A0>105/08/18","<U+00A0>18:35:54","<U+00A0>俞若奚","<U+00A0>執行副總暨財務長","<U+00A0>
本公司董事會決議發行國內第三次無擔保轉換公司債相關事宜","1.董事會決議日期:105/08/18
2.名稱﹝XX公司第X次（有、無）擔保公司債﹞:
台灣大哥大(股)公司國內第三次無擔保轉換公司債
3.發行總額:以新台幣100億元為上限
4.每張面額:新台幣10萬元整
5.發行價格:依票面金額十足發行
6.發行期間:5年
7.發行利率:票面利率0%
8.擔保品之總類、名稱、金額及約定事項:不適用
9.募得價款之用途及運用計畫:償還債務
10.承銷方式:詢價圈購方式全數對外公開承銷
11.公司債受託人:未定
12.承銷或代銷機構:元大證券股份有限公司
13.發行保證人:不適用
14.代理還本付息機構:富邦綜合證券股份有限公司
15.簽證機構:不適用
16.能轉換股份者，其轉換辦法:
相關辦法將依有關法令規定辦理，並報相關主管機關奉核准後另行公告
17.賣回條件:
相關辦法將依有關法令規定辦理，並報相關主管機關奉核准後另行公告
18.買回條件:
相關辦法將依有關法令規定辦理，並報相關主管機關奉核准後另行公告
19.附有轉換、交換或認股者，其換股基準日:
相關辦法將依有關法令規定辦理，並報相關主管機關奉核准後另行公告
20. 附有轉換、交換或認股者，對股權可能稀釋情形:
相關辦法將依有關法令規定辦理，並報相關主管機關奉核准後另行公告
21. 其他應敘明事項:
(1)本次發行之轉換公司債重要內容，包括但不限於發行條件、發行及轉換辦法之訂定、
以及計畫所需資金總額、資金來源、資金運用計畫項目、預定進度及預計可能產生效益
等相關事項及其他一切有關發行作業及條款之議定，未來如經主管機關修正或基於營運
考量或因客觀環境需要修正或調整時，授權董事長全權辦理修正或調整。
(2)為配合本次轉換公司債之發行，擬授權董事長代表本公司簽署一切有關發行轉換公司
債之契約、文件及辦理一切相關事宜。
(3)本次發行轉換公司債若有未盡事宜，授權董事長依法全權處理之。"
"22","<U+00A0>105/08/18","<U+00A0>18:38:16","<U+00A0>陳伯鏞","<U+00A0>財務長","<U+00A0>
補充公告本公司參加新北市新店區行政
段645地號等21筆土地公辦都市更新案
核定結果","1.標的物之名稱及性質（如坐落台中市北區ＸＸ段ＸＸ小段土地）:
新北市新店區行政段547(部分)、648、648-1、649、649-1、
650、650-1(部分)地號共7筆土地。
2.事實發生日:105/8/18~105/8/18
3.交易單位數量（如ＸＸ平方公尺，折合ＸＸ坪）、每單位價格及交易總金額:
本公司土地面積約3,412平方公尺(折合1,032坪)，土地市值約新台幣11.80億元。
4.交易相對人及其與公司之關係（交易相對人如屬自然人，且非公司之關
係人者，得免揭露其姓名）:
實施者冠德建設公司，非本公司關係人。
5.交易相對人為關係人者，並應公告選定關係人為交易對象之原因及前次移轉之
所有人、前次移轉之所有人與公司及交易相對人間相互之關係、前次移轉日期
及移轉金額:
不適用。
6.交易標的最近五年內所有權人曾為公司之關係人者，尚應公告關係
人之取得及處分日期、價格及交易當時與公司之關係:
不適用。
7.預計處分利益（或損失）（取得資產者不適用）（遞延者應列表說明
認列情形）:
不適用。
8.交付或付款條件（含付款期間及金額）、契約限制條款及其他重要約定
事項:
依法令規定。
9.本次交易之決定方式（如招標、比價或議價）、價格決定之參考依據及
決策單位:
由實施者研提本案權利變換計畫，並由新北市政府審決。
10.專業估價者事務所或公司名稱及其估價金額:
不適用。
11.專業估價師姓名:
無。
12.專業估價師開業證書字號:
無。
13.估價報告是否為限定價格、特定價格或特殊價格:否
14.是否尚未取得估價報告:是
15.尚未取得估價報告之原因:
不適用。
16.與交易金額比較有重大差異原因及會計師意見:
不適用。
17.經紀人及經紀費用:
不適用。
18.取得或處分之具體目的或用途:
活化資產。
19.本次交易表示異議之董事之意見:
無。
20.本次交易為關係人交易:否
21.董事會通過日期:
不適用
22.監察人承認或審計委員會同意日期:
不適用
23.本次交易係向關係人取得不動產:否
24.依「公開發行公司取得或處分資產處理準則」第十五條規定
評估之價格:不適用
25.依前項評估之價格較交易價格為低者，依同準則第十六條規
定評估之價格:不適用
26.其他敘明事項:
依新北市政府於105年8月18日公告核定結果。"
"23","<U+00A0>105/08/18","<U+00A0>18:54:40","<U+00A0>徐世偉","<U+00A0>資深副總經理","<U+00A0>
公告本公司財務主管變動","1.人員變動別（請輸入發言人、代理發言人、重要營運主管(如:執行長、營運
長、行銷長及策略長等)、財務主管、會計主管、研發主管、內部稽核主管或訴
訟及非訟代理人）:財務主管
2.發生變動日期:105/08/18
3.舊任者姓名、級職及簡歷:陳彥錞、財務部協理
4.新任者姓名、級職及簡歷:林俊博、財務部經理
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、「退休」、「死亡」、「新
任」或「解任」）:辭職
6.異動原因:辭職
7.生效日期:105/08/27
8.其他應敘明事項:無"
"24","<U+00A0>105/08/18","<U+00A0>19:10:59","<U+00A0>李木鐸","<U+00A0>總經理","<U+00A0>
公告本公司國內第三次有擔保轉換公司債(代號:14423，
簡稱:名軒三)轉換價格調整","1.事實發生日:105/08/18
2.公司名稱:名軒開發股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:
依本公司國內第三次有擔保轉換公司債發行及轉換辦法第十一條規定，本公司發放
普通股現金股利占每股時價之比率超過1.5%時，轉換價格依所定公式計算調整之(計
算至新台幣角為止，分以下四捨五入)。自105年9月10日起，本公司國內第三次有擔
保轉換公司債轉換價格自新台幣17.9元調整為新台幣15.5元。
6.因應措施:無
7.其他應敘明事項:無"
"25","<U+00A0>105/08/18","<U+00A0>22:27:57","<U+00A0>林上煒","<U+00A0>執行副總經理","<U+00A0>
本公司受邀參加富邦證券舉辦之法人說明會","符合條款第四條第XX款：12
事實發生日：105/08/19
1.召開法人說明會之日期：105/08/19
2.召開法人說明會之時間：15 時 00 分 
3.召開法人說明會之地點：台北市大安區仁愛路四段169號15樓(富邦金融中心)
4.法人說明會擇要訊息：本公司受邀參加富邦證券舉辦之法人說明會，會中向投資人說明本公司業務及營運概況。
5.其他應敘明事項：　
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
"26","<U+00A0>105/08/19","<U+00A0>09:27:11","<U+00A0>郭育政","<U+00A0>財務部協理","<U+00A0>
公告本公司名稱由「上曜開發科技股份有限公司」
更名為「上曜建設開發股份有限公司」","1.事實發生日:105/07/12
2.公司名稱:上曜建設開發股份有限公司
          (原名：上曜開發科技股份有限公司)
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:(1)本公司業經經濟部105年07月06日經授商
             字第10501155020號函核准變更登記在案，
             本公司原中文名稱由「上曜開發科技股份
             有限公司」更名為「上曜建設開發股份有
             限公司」。
          (2)本公司於集中交易市場掛牌之股票簡稱
            『上曜』不變，代號未變動仍為「1316」。
             櫃買中心掛牌之債券簡稱「上曜二」不變
             ，債券代號亦未變動仍為「13162」。
          (3)有關本公司更名全面換發股票相關日期，
             將另行公告。
6.因應措施:依據台灣證券交易所股份限公司營業細則第　
          四十五條規定，連續公告三個月。
7.其他應敘明事項:本公司於105年7月12日接獲經濟部核准函。"
"27","<U+00A0>105/08/19","<U+00A0>10:01:36","<U+00A0>黃政文","<U+00A0>財會部副總","<U+00A0>
公告補正本公司105年度第二季合併財務報告書附註部份資訊","1.事實發生日:105/08/19
2.公司名稱:光鼎電子股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:不適用
6.報導內容:不適用
7.發生緣由:補正本公司105年度第二季合併財務報告書附註部份資訊
補正本公司105年度第二季合併財務報告書第34頁資金貸與他人,貸與對象
連雲港光鼎電子期末餘額
8.因應措施:更正後之內容重新上傳至公開資訊觀測站-財務報告更(補)正專區
9.其他應敘明事項:無"
"28","<U+00A0>105/08/19","<U+00A0>10:02:05","<U+00A0>黃政文","<U+00A0>財會部副總","<U+00A0>
公告修正105年6月暨105年7月為他人背書保證內容","1.事實發生日:105/08/19
2.公司名稱:光鼎電子股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.傳播媒體名稱:不適用
6.報導內容:不適用
7.發生緣由:
(一)修正本公司105年度6月為他人背書保證明細表:
    被背書保證對象:連雲港光鼎電子有限公司期末背書保證金額32,000仟元
                   連雲港光鼎電子有限公司以財產擔保之背書保證金額9,736仟元
                   南京華鼎電子有限公司以財產擔保之背書保證金額32,278仟元
(二)修正本公司105年度7月為他人背書保證明細表:
    被背書保證對象:連雲港光鼎電子有限公司期末背書保證金額32,000仟元
8.因應措施:修正後重新上傳至公開資訊觀測站
9.其他應敘明事項:無"
